Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
hairbow-combo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597086/scrunchcreate/products/hairbow/combo/princess-bow-combo/sc-hairbow-combo-princess-bow-combo-4.webp,55,Combo Hairbow view 55,
hairbow-combo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597088/scrunchcreate/products/hairbow/combo/princess-bow-combo/sc-hairbow-combo-princess-bow-combo-5.webp,56,Combo Hairbow view 56,
hairbow-combo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597150/scrunchcreate/products/hairbow/combo/scarf-bow-combo/sc-hairbow-combo-scarf-bow-combo-1.webp,57,Combo Hairbow view 57,
hairbow-combo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597151/scrunchcreate/products/hairbow/combo/scarf-bow-combo/sc-hairbow-combo-scarf-bow-combo-2.webp,58,Combo Hairbow view 58,
hairbow-combo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597152/scrunchcreate/products/hairbow/combo/tulip-bow-combo/sc-hairbow-combo-tulip-bow-combo-1.webp,59,Combo Hairbow view 59,
hairbow-combo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597153/scrunchcreate/products/hairbow/combo/tulip-bow-combo/sc-hairbow-combo-tulip-bow-combo-2.webp,60,Combo Hairbow view 60,
hairbow-combo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597155/scrunchcreate/products/hairbow/combo/tulip-bow-combo/sc-hairbow-combo-tulip-bow-combo-3.webp,61,Combo Hairbow view 61,
hairbow-combo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597156/scrunchcreate/products/hairbow/combo/tulip-bow-combo/sc-hairbow-combo-tulip-bow-combo-4.webp,62,Combo Hairbow view 62,
hairbow-jimmychoo,Jimmychoo Hairbow,<p>Premium Jimmychoo hairbows.</p>,Scrunch & Create,Apparel & Accessories > Clothing Accessories > Hair Accessories,Hairbow,"hairbow, jimmychoo, Handmade, Hair Accessories",TRUE,Color,Combo,jimmychoo-hairbow-combo,50,shopify,20,continue,manual,99,119,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597158/scrunchcreate/products/hairbow/jimmychoo/combo/sc-hairbow-jimmychoo-combo-1.webp,1,Jimmychoo Hairbow - Combo,active
hairbow-jimmychoo,,,,,,,,Color,Light-mint,jimmychoo-hairbow-light-mint,50,shopify,20,continue,manual,99,119,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597160/scrunchcreate/products/hairbow/jimmychoo/combo/sc-hairbow-jimmychoo-combo-2.webp,2,Jimmychoo Hairbow - Light-mint,
hairbow-jimmychoo,,,,,,,,Color,Maroon,jimmychoo-hairbow-maroon,50,shopify,20,continue,manual,99,119,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597162/scrunchcreate/products/hairbow/jimmychoo/combo/sc-hairbow-jimmychoo-combo-3.webp,3,Jimmychoo Hairbow - Maroon,
hairbow-jimmychoo,,,,,,,,Color,Olive-green,jimmychoo-hairbow-olive-green,50,shopify,20,continue,manual,99,119,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597163/scrunchcreate/products/hairbow/jimmychoo/combo/sc-hairbow-jimmychoo-combo-4.webp,4,Jimmychoo Hairbow - Olive-green,
hairbow-jimmychoo,,,,,,,,Color,Peach-pink,jimmychoo-hairbow-peach-pink,50,shopify,20,continue,manual,99,119,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597165/scrunchcreate/products/hairbow/jimmychoo/light-mint/sc-hairbow-jimmychoo-light-mint-1.webp,5,Jimmychoo Hairbow - Peach-pink,
hairbow-jimmychoo,,,,,,,,Color,Purple,jimmychoo-hairbow-purple,50,shopify,20,continue,manual,99,119,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597167/scrunchcreate/products/hairbow/jimmychoo/maroon/sc-hairbow-jimmychoo-maroon-1.webp,6,Jimmychoo Hairbow - Purple,
hairbow-jimmychoo,,,,,,,,Color,Sky-blue,jimmychoo-hairbow-sky-blue,50,shopify,20,continue,manual,99,119,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597168/scrunchcreate/products/hairbow/jimmychoo/olive-green/sc-hairbow-jimmychoo-olive-green-1.webp,7,Jimmychoo Hairbow - Sky-blue,
hairbow-jimmychoo,,,,,,,,Color,Teal,jimmychoo-hairbow-teal,50,shopify,20,continue,manual,99,119,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597171/scrunchcreate/products/hairbow/jimmychoo/peach-pink/sc-hairbow-jimmychoo-peach-pink-1.webp,8,Jimmychoo Hairbow - Teal,
hairbow-jimmychoo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597172/scrunchcreate/products/hairbow/jimmychoo/peach-pink/sc-hairbow-jimmychoo-peach-pink-2.webp,9,Jimmychoo Hairbow view 9,
hairbow-jimmychoo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597173/scrunchcreate/products/hairbow/jimmychoo/purple/sc-hairbow-jimmychoo-purple-1.webp,10,Jimmychoo Hairbow view 10,
hairbow-jimmychoo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597176/scrunchcreate/products/hairbow/jimmychoo/purple/sc-hairbow-jimmychoo-purple-2.webp,11,Jimmychoo Hairbow view 11,
hairbow-jimmychoo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597178/scrunchcreate/products/hairbow/jimmychoo/purple/sc-hairbow-jimmychoo-purple-3.webp,12,Jimmychoo Hairbow view 12,
hairbow-jimmychoo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597181/scrunchcreate/products/hairbow/jimmychoo/purple/sc-hairbow-jimmychoo-purple-4.webp,13,Jimmychoo Hairbow view 13,
hairbow-jimmychoo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597184/scrunchcreate/products/hairbow/jimmychoo/sky-blue/sc-hairbow-jimmychoo-sky-blue-1.webp,14,Jimmychoo Hairbow view 14,
hairbow-jimmychoo,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597190/scrunchcreate/products/hairbow/jimmychoo/teal/sc-hairbow-jimmychoo-teal-1.webp,15,Jimmychoo Hairbow view 15,
hairbow-satin,Satin Hairbow,<p>Classic Satin Hairbow.</p>,Scrunch & Create,Apparel & Accessories > Clothing Accessories > Hair Accessories,Hairbow,"hairbow, satin, Handmade, Hair Accessories",TRUE,Color,Black,satin-hairbow-black,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597214/scrunchcreate/products/hairbow/satin/black/sc-hairbow-satin-black-1.webp,1,Satin Hairbow - Black,active
hairbow-satin,,,,,,,,Color,Brown,satin-hairbow-brown,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597215/scrunchcreate/products/hairbow/satin/black/sc-hairbow-satin-black-2.webp,2,Satin Hairbow - Brown,
hairbow-satin,,,,,,,,Color,Cream,satin-hairbow-cream,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597217/scrunchcreate/products/hairbow/satin/brown/sc-hairbow-satin-brown-1.webp,3,Satin Hairbow - Cream,
hairbow-satin,,,,,,,,Color,Green,satin-hairbow-green,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597219/scrunchcreate/products/hairbow/satin/cream/sc-hairbow-satin-cream-1.webp,4,Satin Hairbow - Green,
hairbow-satin,,,,,,,,Color,Grey,satin-hairbow-grey,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597221/scrunchcreate/products/hairbow/satin/green/sc-hairbow-satin-green-1.webp,5,Satin Hairbow - Grey,
hairbow-satin,,,,,,,,Color,Lilac,satin-hairbow-lilac,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597223/scrunchcreate/products/hairbow/satin/grey/sc-hairbow-satin-grey-1.webp,6,Satin Hairbow - Lilac,
hairbow-satin,,,,,,,,Color,Magenta,satin-hairbow-magenta,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597225/scrunchcreate/products/hairbow/satin/lilac/sc-hairbow-satin-lilac-1.webp,7,Satin Hairbow - Magenta,
hairbow-satin,,,,,,,,Color,Metallic-olive,satin-hairbow-metallic-olive,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597227/scrunchcreate/products/hairbow/satin/magenta/sc-hairbow-satin-magenta-1.webp,8,Satin Hairbow - Metallic-olive,
hairbow-satin,,,,,,,,Color,Peach-cream,satin-hairbow-peach-cream,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597230/scrunchcreate/products/hairbow/satin/metallic-olive/sc-hairbow-satin-metallic-olive-1.webp,9,Satin Hairbow - Peach-cream,
hairbow-satin,,,,,,,,Color,Peach-pink,satin-hairbow-peach-pink,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597232/scrunchcreate/products/hairbow/satin/peach-cream/sc-hairbow-satin-peach-cream-1.webp,10,Satin Hairbow - Peach-pink,
hairbow-satin,,,,,,,,Color,Petrol,satin-hairbow-petrol,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597235/scrunchcreate/products/hairbow/satin/peach-cream/sc-hairbow-satin-peach-cream-2.webp,11,Satin Hairbow - Petrol,
hairbow-satin,,,,,,,,Color,Red,satin-hairbow-red,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597238/scrunchcreate/products/hairbow/satin/peach-pink/sc-hairbow-satin-peach-pink-1.webp,12,Satin Hairbow - Red,
hairbow-satin,,,,,,,,Color,Sky-blue,satin-hairbow-sky-blue,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597240/scrunchcreate/products/hairbow/satin/petrol/sc-hairbow-satin-petrol-1.webp,13,Satin Hairbow - Sky-blue,
hairbow-satin,,,,,,,,Color,White,satin-hairbow-white,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597242/scrunchcreate/products/hairbow/satin/petrol/sc-hairbow-satin-petrol-2.webp,14,Satin Hairbow - White,
hairbow-satin,,,,,,,,Color,Wine,satin-hairbow-wine,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597244/scrunchcreate/products/hairbow/satin/red/sc-hairbow-satin-red-1.webp,15,Satin Hairbow - Wine,
hairbow-satin,,,,,,,,Color,Yellow,satin-hairbow-yellow,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597246/scrunchcreate/products/hairbow/satin/sky-blue/sc-hairbow-satin-sky-blue-1.webp,16,Satin Hairbow - Yellow,
hairbow-satin,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597248/scrunchcreate/products/hairbow/satin/white/sc-hairbow-satin-white-1.webp,17,Satin Hairbow view 17,
hairbow-satin,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597249/scrunchcreate/products/hairbow/satin/white/sc-hairbow-satin-white-2.webp,18,Satin Hairbow view 18,
hairbow-satin,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597251/scrunchcreate/products/hairbow/satin/wine/sc-hairbow-satin-wine-1.webp,19,Satin Hairbow view 19,
hairbow-satin,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597253/scrunchcreate/products/hairbow/satin/wine/sc-hairbow-satin-wine-2.webp,20,Satin Hairbow view 20,
hairbow-satin,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597255/scrunchcreate/products/hairbow/satin/yellow/sc-hairbow-satin-yellow-1.webp,21,Satin Hairbow view 21,
hairbow-satin-mini,Satin Mini Hairbow,<p>Cute Satin Mini Hairbows.</p>,Scrunch & Create,Apparel & Accessories > Clothing Accessories > Hair Accessories,Hairbow,"hairbow, satin-mini, Handmade, Hair Accessories",TRUE,Color,Black,satin-mini-hairbow-black,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597256/scrunchcreate/products/hairbow/satin-mini/black/sc-hairbow-satin-mini-black-1.webp,1,Satin Mini Hairbow - Black,active
hairbow-satin-mini,,,,,,,,Color,Chocolate,satin-mini-hairbow-chocolate,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597258/scrunchcreate/products/hairbow/satin-mini/chocolate/sc-hairbow-satin-mini-chocolate-1.webp,2,Satin Mini Hairbow - Chocolate,
hairbow-satin-mini,,,,,,,,Color,Combo,satin-mini-hairbow-combo,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597259/scrunchcreate/products/hairbow/satin-mini/combo/sc-hairbow-satin-mini-combo-1.webp,3,Satin Mini Hairbow - Combo,
hairbow-satin-mini,,,,,,,,Color,Cream,satin-mini-hairbow-cream,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597260/scrunchcreate/products/hairbow/satin-mini/cream/sc-hairbow-satin-mini-cream-1.webp,4,Satin Mini Hairbow - Cream,
hairbow-satin-mini,,,,,,,,Color,Grey,satin-mini-hairbow-grey,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597262/scrunchcreate/products/hairbow/satin-mini/grey/sc-hairbow-satin-mini-grey-1.webp,5,Satin Mini Hairbow - Grey,
hairbow-satin-mini,,,,,,,,Color,Lilac,satin-mini-hairbow-lilac,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597263/scrunchcreate/products/hairbow/satin-mini/lilac/sc-hairbow-satin-mini-lilac-1.webp,6,Satin Mini Hairbow - Lilac,
hairbow-satin-mini,,,,,,,,Color,Magenta,satin-mini-hairbow-magenta,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597265/scrunchcreate/products/hairbow/satin-mini/magenta/sc-hairbow-satin-mini-magenta-1.webp,7,Satin Mini Hairbow - Magenta,
hairbow-satin-mini,,,,,,,,Color,Peach,satin-mini-hairbow-peach,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597266/scrunchcreate/products/hairbow/satin-mini/peach/sc-hairbow-satin-mini-peach-1.webp,8,Satin Mini Hairbow - Peach,
hairbow-satin-mini,,,,,,,,Color,Petrol-blue,satin-mini-hairbow-petrol-blue,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597267/scrunchcreate/products/hairbow/satin-mini/petrol-blue/sc-hairbow-satin-mini-petrol-blue-1.webp,9,Satin Mini Hairbow - Petrol-blue,
hairbow-satin-mini,,,,,,,,Color,Pistachio,satin-mini-hairbow-pistachio,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597268/scrunchcreate/products/hairbow/satin-mini/pistachio/sc-hairbow-satin-mini-pistachio-1.webp,10,Satin Mini Hairbow - Pistachio,
hairbow-satin-mini,,,,,,,,Color,Red,satin-mini-hairbow-red,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597270/scrunchcreate/products/hairbow/satin-mini/red/sc-hairbow-satin-mini-red-1.webp,11,Satin Mini Hairbow - Red,
hairbow-satin-mini,,,,,,,,Color,Sky-blue,satin-mini-hairbow-sky-blue,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597271/scrunchcreate/products/hairbow/satin-mini/sky-blue/sc-hairbow-satin-mini-sky-blue-1.webp,12,Satin Mini Hairbow - Sky-blue,
hairbow-satin-mini,,,,,,,,Color,White,satin-mini-hairbow-white,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597272/scrunchcreate/products/hairbow/satin-mini/white/sc-hairbow-satin-mini-white-1.webp,13,Satin Mini Hairbow - White,
hairbow-satin-mini,,,,,,,,Color,Wine,satin-mini-hairbow-wine,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597273/scrunchcreate/products/hairbow/satin-mini/wine/sc-hairbow-satin-mini-wine-1.webp,14,Satin Mini Hairbow - Wine,
hairbow-satin-mini,,,,,,,,Color,Yellow,satin-mini-hairbow-yellow,50,shopify,20,continue,manual,49,59,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597275/scrunchcreate/products/hairbow/satin-mini/yellow/sc-hairbow-satin-mini-yellow-1.webp,15,Satin Mini Hairbow - Yellow,
hairbow-satin-princes,Satin Princes Hairbow,<p>Elegant Satin Princes Hairbows.</p>,Scrunch & Create,Apparel & Accessories > Clothing Accessories > Hair Accessories,Hairbow,"hairbow, satin-princes, Handmade, Hair Accessories",TRUE,Color,Black,satin-princes-hairbow-black,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597276/scrunchcreate/products/hairbow/satin-princes/black/sc-hairbow-satin-princes-black-1.webp,1,Satin Princes Hairbow - Black,active
hairbow-satin-princes,,,,,,,,Color,Chocolate,satin-princes-hairbow-chocolate,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597277/scrunchcreate/products/hairbow/satin-princes/black/sc-hairbow-satin-princes-black-2.webp,2,Satin Princes Hairbow - Chocolate,
hairbow-satin-princes,,,,,,,,Color,Combo,satin-princes-hairbow-combo,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597278/scrunchcreate/products/hairbow/satin-princes/chocolate/sc-hairbow-satin-princes-chocolate-1.webp,3,Satin Princes Hairbow - Combo,
hairbow-satin-princes,,,,,,,,Color,Cream,satin-princes-hairbow-cream,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597280/scrunchcreate/products/hairbow/satin-princes/chocolate/sc-hairbow-satin-princes-chocolate-2.webp,4,Satin Princes Hairbow - Cream,
hairbow-satin-princes,,,,,,,,Color,Grey,satin-princes-hairbow-grey,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597281/scrunchcreate/products/hairbow/satin-princes/combo/sc-hairbow-satin-princes-combo-1.webp,5,Satin Princes Hairbow - Grey,
hairbow-satin-princes,,,,,,,,Color,Light-yellow,satin-princes-hairbow-light-yellow,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597282/scrunchcreate/products/hairbow/satin-princes/combo/sc-hairbow-satin-princes-combo-2.webp,6,Satin Princes Hairbow - Light-yellow,
hairbow-satin-princes,,,,,,,,Color,Lilac,satin-princes-hairbow-lilac,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597284/scrunchcreate/products/hairbow/satin-princes/combo/sc-hairbow-satin-princes-combo-3.webp,7,Satin Princes Hairbow - Lilac,
hairbow-satin-princes,,,,,,,,Color,Magenta,satin-princes-hairbow-magenta,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597285/scrunchcreate/products/hairbow/satin-princes/combo/sc-hairbow-satin-princes-combo-4.webp,8,Satin Princes Hairbow - Magenta,
hairbow-satin-princes,,,,,,,,Color,Peach,satin-princes-hairbow-peach,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597287/scrunchcreate/products/hairbow/satin-princes/combo/sc-hairbow-satin-princes-combo-5.webp,9,Satin Princes Hairbow - Peach,
hairbow-satin-princes,,,,,,,,Color,Petrol-blue,satin-princes-hairbow-petrol-blue,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597288/scrunchcreate/products/hairbow/satin-princes/combo/sc-hairbow-satin-princes-combo-6.webp,10,Satin Princes Hairbow - Petrol-blue,
hairbow-satin-princes,,,,,,,,Color,Pistachio,satin-princes-hairbow-pistachio,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597289/scrunchcreate/products/hairbow/satin-princes/cream/sc-hairbow-satin-princes-cream-1.webp,11,Satin Princes Hairbow - Pistachio,
hairbow-satin-princes,,,,,,,,Color,Red,satin-princes-hairbow-red,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597290/scrunchcreate/products/hairbow/satin-princes/grey/sc-hairbow-satin-princes-grey-1.webp,12,Satin Princes Hairbow - Red,
hairbow-satin-princes,,,,,,,,Color,Sky-blue,satin-princes-hairbow-sky-blue,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597292/scrunchcreate/products/hairbow/satin-princes/grey/sc-hairbow-satin-princes-grey-2.webp,13,Satin Princes Hairbow - Sky-blue,
hairbow-satin-princes,,,,,,,,Color,White,satin-princes-hairbow-white,50,shopify,20,continue,manual,79,95,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597293/scrunchcreate/products/hairbow/satin-princes/light-yellow/sc-hairbow-satin-princes-light-yellow-1.webp,14,Satin Princes Hairbow - White,
hairbow-satin-princes,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597295/scrunchcreate/products/hairbow/satin-princes/lilac/sc-hairbow-satin-princes-lilac-1.webp,15,Satin Princes Hairbow view 15,
hairbow-satin-princes,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597296/scrunchcreate/products/hairbow/satin-princes/magenta/sc-hairbow-satin-princes-magenta-1.webp,16,Satin Princes Hairbow view 16,
hairbow-satin-princes,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597298/scrunchcreate/products/hairbow/satin-princes/peach/sc-hairbow-satin-princes-peach-1.webp,17,Satin Princes Hairbow view 17,
hairbow-satin-princes,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597299/scrunchcreate/products/hairbow/satin-princes/petrol-blue/sc-hairbow-satin-princes-petrol-blue-1.webp,18,Satin Princes Hairbow view 18,
hairbow-satin-princes,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597300/scrunchcreate/products/hairbow/satin-princes/pistachio/sc-hairbow-satin-princes-pistachio-1.webp,19,Satin Princes Hairbow view 19,
hairbow-satin-princes,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597301/scrunchcreate/products/hairbow/satin-princes/red/sc-hairbow-satin-princes-red-1.webp,20,Satin Princes Hairbow view 20,
hairbow-satin-princes,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597302/scrunchcreate/products/hairbow/satin-princes/sky-blue/sc-hairbow-satin-princes-sky-blue-1.webp,21,Satin Princes Hairbow view 21,
hairbow-satin-princes,,,,,,,,,,,,,,,,,,,,https://res.cloudinary.com/duu26sqog/image/upload/v1775597304/scrunchcreate/products/hairbow/satin-princes/white/sc-hairbow-satin-princes-white-1.webp,22,Satin Princes Hairbow view 22,
hairbow-satin-tulip,Satin Tulip Hairbow,<p>Lovely Satin Tulip Hairbows.</p>,Scrunch & Create,Apparel & Accessories > Clothing Accessories > Hair Accessories,Hairbow,"hairbow, satin-tulip, Handmade, Hair Accessories",TRUE,Color,Black,satin-tulip-hairbow-black,50,shopify,20,continue,manual,89,107,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597306/scrunchcreate/products/hairbow/satin-tulip/black/sc-hairbow-satin-tulip-black-1.webp,1,Satin Tulip Hairbow - Black,active
hairbow-satin-tulip,,,,,,,,Color,Chocolate,satin-tulip-hairbow-chocolate,50,shopify,20,continue,manual,89,107,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597307/scrunchcreate/products/hairbow/satin-tulip/black/sc-hairbow-satin-tulip-black-2.webp,2,Satin Tulip Hairbow - Chocolate,
hairbow-satin-tulip,,,,,,,,Color,Cream,satin-tulip-hairbow-cream,50,shopify,20,continue,manual,89,107,TRUE,FALSE,https://scrunchcreate.com/assets/products/hairbow/satin-tulip/black/sc-hairbow-satin-tulip-black-3.webp,3,Satin Tulip Hairbow - Cream,
hairbow-satin-tulip,,,,,,,,Color,Grey,satin-tulip-hairbow-grey,50,shopify,20,continue,manual,89,107,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597308/scrunchcreate/products/hairbow/satin-tulip/chocolate/sc-hairbow-satin-tulip-chocolate-1.webp,4,Satin Tulip Hairbow - Grey,
hairbow-satin-tulip,,,,,,,,Color,Light-yellow,satin-tulip-hairbow-light-yellow,50,shopify,20,continue,manual,89,107,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597310/scrunchcreate/products/hairbow/satin-tulip/chocolate/sc-hairbow-satin-tulip-chocolate-2.webp,5,Satin Tulip Hairbow - Light-yellow,
hairbow-satin-tulip,,,,,,,,Color,Lilac,satin-tulip-hairbow-lilac,50,shopify,20,continue,manual,89,107,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597311/scrunchcreate/products/hairbow/satin-tulip/cream/sc-hairbow-satin-tulip-cream-1.webp,6,Satin Tulip Hairbow - Lilac,
hairbow-satin-tulip,,,,,,,,Color,Magenta,satin-tulip-hairbow-magenta,50,shopify,20,continue,manual,89,107,TRUE,FALSE,https://res.cloudinary.com/duu26sqog/image/upload/v1775597312/scrunchcreate/products/hairbow/satin-tulip/cream/sc-hairbow-satin-tulip-cream-2.webp,7,Satin Tulip Hairbow - Magenta,
